GEN,ObservationDate,Confirmed,Deaths
LK Munich,2021-06-16T17:00:00+0000,10.9,0
LK Munich,2021-06-17T17:00:00+0000,10.6,0
LK Munich,2021-06-18T17:00:00+0000,10,0
LK Munich,2021-06-19T17:00:00+0000,9.4,0
LK Munich,2021-06-20T17:00:00+0000,9.1,0
LK Munich,2021-06-21T17:00:00+0000,8.9,0
LK Munich,2021-06-22T17:00:00+0000,8.6,0
LK Munich,2021-06-23T17:00:00+0000,8.3,0
LK Munich,2021-06-24T17:00:00+0000,7.7,0
LK Munich,2021-06-25T17:00:00+0000,7.4,0
LK Munich,2021-06-26T17:00:00+0000,7.1,0
LK Munich,2021-06-27T17:00:00+0000,6.9,0
LK Munich,2021-06-28T17:00:00+0000,6.6,0
LK Munich,2021-06-29T17:00:00+0000,6.3,0
LK Munich,2021-06-30T17:00:00+0000,6,0
LK Munich,2021-07-01T17:00:00+0000,6,0
LK Munich,2021-07-02T17:00:00+0000,6,0
LK Munich,2021-07-03T17:00:00+0000,6.3,0
LK Munich,2021-07-04T17:00:00+0000,6.6,0
LK Munich,2021-07-05T17:00:00+0000,6.9,0
LK Munich,2021-07-06T17:00:00+0000,7.4,0
LK Munich,2021-07-07T17:00:00+0000,8,0
LK Munich,2021-07-08T17:00:00+0000,8.9,0
LK Munich,2021-07-09T17:00:00+0000,9.7,0
LK Munich,2021-07-10T17:00:00+0000,10.3,0
LK Munich,2021-07-11T17:00:00+0000,11.1,0
LK Munich,2021-07-12T17:00:00+0000,12,0
LK Munich,2021-07-13T17:00:00+0000,12.6,0
LK Munich,2021-07-14T17:00:00+0000,13.4,0
LK Munich,2021-07-15T17:00:00+0000,14,0
LK Munich,2021-07-16T17:00:00+0000,14.6,0
LK Munich,2021-07-17T17:00:00+0000,15.4,0
LK Munich,2021-07-18T17:00:00+0000,16,0
LK Munich,2021-07-19T17:00:00+0000,16.6,0
LK Munich,2021-07-20T17:00:00+0000,17.1,0
LK Munich,2021-07-21T17:00:00+0000,17.4,0
LK Munich,2021-07-22T17:00:00+0000,17.7,0
LK Munich,2021-07-23T17:00:00+0000,18,0
LK Munich,2021-07-24T17:00:00+0000,18,0
LK Munich,2021-07-25T17:00:00+0000,18,0
LK Munich,2021-07-26T17:00:00+0000,18,0
LK Munich,2021-07-27T17:00:00+0000,18,0
LK Munich,2021-07-28T17:00:00+0000,18,0
LK Munich,2021-07-29T17:00:00+0000,18,0
LK Munich,2021-07-30T17:00:00+0000,18,0
LK Munich,2021-07-31T17:00:00+0000,18,0
LK Munich,2021-08-01T17:00:00+0000,18,0
LK Munich,2021-08-02T17:00:00+0000,18,0
LK Munich,2021-08-03T17:00:00+0000,18,0
LK Munich,2021-08-04T17:00:00+0000,18.3,0
LK Munich,2021-08-05T17:00:00+0000,18.6,0
LK Munich,2021-08-06T17:00:00+0000,18.9,0
LK Munich,2021-08-07T17:00:00+0000,19.4,0
LK Munich,2021-08-08T17:00:00+0000,20.3,0
LK Munich,2021-08-09T17:00:00+0000,21.1,0
LK Munich,2021-08-10T17:00:00+0000,22.3,0
LK Munich,2021-08-11T17:00:00+0000,23.4,0
LK Munich,2021-08-12T17:00:00+0000,24.9,0
LK Munich,2021-08-13T17:00:00+0000,26.6,0
LK Munich,2021-08-14T17:00:00+0000,28.6,0
LK Munich,2021-08-15T17:00:00+0000,30.6,0
LK Munich,2021-08-16T17:00:00+0000,33.1,0
LK Munich,2021-08-17T17:00:00+0000,35.7,0
LK Munich,2021-08-18T17:00:00+0000,38.3,0
LK Munich,2021-08-19T17:00:00+0000,41.1,0
LK Munich,2021-08-20T17:00:00+0000,44,0
LK Munich,2021-08-21T17:00:00+0000,46.9,0.68
LK Munich,2021-08-22T17:00:00+0000,49.7,2.04
LK Munich,2021-08-23T17:00:00+0000,52.3,4.08
LK Munich,2021-08-24T17:00:00+0000,55.1,6.12
LK Munich,2021-08-25T17:00:00+0000,58,8.16
LK Munich,2021-08-26T17:00:00+0000,60.6,10.2
LK Munich,2021-08-27T17:00:00+0000,63.1,12.24
LK Munich,2021-08-28T17:00:00+0000,65.1,13.61
LK Munich,2021-08-29T17:00:00+0000,67.1,14.29
LK Munich,2021-08-30T17:00:00+0000,69.1,14.29
LK Munich,2021-08-31T17:00:00+0000,70.9,14.29
LK Munich,2021-09-01T17:00:00+0000,72.6,14.29
LK Munich,2021-09-02T17:00:00+0000,74,14.29
LK Munich,2021-09-03T17:00:00+0000,75.1,14.29
LK Munich,2021-09-04T17:00:00+0000,76.6,14.29
LK Munich,2021-09-05T17:00:00+0000,77.7,14.29
LK Munich,2021-09-06T17:00:00+0000,78.9,14.29
LK Munich,2021-09-07T17:00:00+0000,79.7,14.29
LK Munich,2021-09-08T17:00:00+0000,80.6,14.29
LK Munich,2021-09-09T17:00:00+0000,81.4,14.29
LK Munich,2021-09-10T17:00:00+0000,82.6,14.29
LK Munich,2021-09-11T17:00:00+0000,83.4,13.61
LK Munich,2021-09-12T17:00:00+0000,84.6,12.24
LK Munich,2021-09-13T17:00:00+0000,85.7,10.2
LK Munich,2021-09-14T17:00:00+0000,87.1,8.16
LK Munich,2021-09-15T17:00:00+0000,88.3,6.12
LK Munich,2021-09-16T17:00:00+0000,89.7,4.08
LK Munich,2021-09-17T17:00:00+0000,91.1,2.04
LK Munich,2021-09-18T17:00:00+0000,92.9,0.68
LK Munich,2021-09-19T17:00:00+0000,94.6,0
LK Munich,2021-09-20T17:00:00+0000,96,0
LK Munich,2021-09-21T17:00:00+0000,97.4,0
LK Munich,2021-09-22T17:00:00+0000,98.9,0
LK Munich,2021-09-23T17:00:00+0000,100,0
LK Munich,2021-09-24T17:00:00+0000,100.9,0
LK Munich,2021-09-25T17:00:00+0000,101.1,0
LK Munich,2021-09-26T17:00:00+0000,100.9,0
LK Munich,2021-09-27T17:00:00+0000,100.3,0
LK Munich,2021-09-28T17:00:00+0000,99.1,0
LK Munich,2021-09-29T17:00:00+0000,98,0
LK Munich,2021-09-30T17:00:00+0000,96.6,0
LK Munich,2021-10-01T17:00:00+0000,94.9,0
LK Munich,2021-10-02T17:00:00+0000,93.1,0
LK Munich,2021-10-03T17:00:00+0000,91.4,0
LK Munich,2021-10-04T17:00:00+0000,89.7,0
LK Munich,2021-10-05T17:00:00+0000,88.3,0
LK Munich,2021-10-06T17:00:00+0000,86.9,0
LK Munich,2021-10-07T17:00:00+0000,85.7,0
LK Munich,2021-10-08T17:00:00+0000,84.6,0
LK Munich,2021-10-09T17:00:00+0000,84,0
LK Munich,2021-10-10T17:00:00+0000,84,0
LK Munich,2021-10-11T17:00:00+0000,84.6,0
LK Munich,2021-10-12T17:00:00+0000,85.4,0
LK Munich,2021-10-13T17:00:00+0000,86.9,0
LK Munich,2021-10-14T17:00:00+0000,88.9,0
LK Munich,2021-10-15T17:00:00+0000,91.7,0
LK Munich,2021-10-16T17:00:00+0000,94.9,0
LK Munich,2021-10-17T17:00:00+0000,98.6,0
LK Munich,2021-10-18T17:00:00+0000,102.9,0
LK Munich,2021-10-19T17:00:00+0000,108,0
LK Munich,2021-10-20T17:00:00+0000,113.4,0
LK Munich,2021-10-21T17:00:00+0000,119.1,0
LK Munich,2021-10-22T17:00:00+0000,125.1,0
LK Munich,2021-10-23T17:00:00+0000,131.7,0
LK Munich,2021-10-24T17:00:00+0000,138.6,0
LK Munich,2021-10-25T17:00:00+0000,146,0
LK Munich,2021-10-26T17:00:00+0000,153.7,0
LK Munich,2021-10-27T17:00:00+0000,162,0
LK Munich,2021-10-28T17:00:00+0000,171.1,0
LK Munich,2021-10-29T17:00:00+0000,180.9,0
LK Munich,2021-10-30T17:00:00+0000,191.4,0
LK Munich,2021-10-31T17:00:00+0000,202.6,0
LK Munich,2021-11-01T17:00:00+0000,214.3,0
LK Munich,2021-11-02T17:00:00+0000,226.9,0
LK Munich,2021-11-03T17:00:00+0000,240.3,0
LK Munich,2021-11-04T17:00:00+0000,254.3,0
LK Munich,2021-11-05T17:00:00+0000,269.1,0
LK Munich,2021-11-06T17:00:00+0000,284.6,0
LK Munich,2021-11-07T17:00:00+0000,300.6,0
LK Munich,2021-11-08T17:00:00+0000,316.6,0
LK Munich,2021-11-09T17:00:00+0000,332.3,0
LK Munich,2021-11-10T17:00:00+0000,347.7,0
LK Munich,2021-11-11T17:00:00+0000,363.7,0
LK Munich,2021-11-12T17:00:00+0000,379.4,0
LK Munich,2021-11-13T17:00:00+0000,393.7,0
LK Munich,2021-11-14T17:00:00+0000,406.9,0
LK Munich,2021-11-15T17:00:00+0000,419.1,0
LK Munich,2021-11-16T17:00:00+0000,430,0
LK Munich,2021-11-17T17:00:00+0000,439.4,0
LK Munich,2021-11-18T17:00:00+0000,446.6,0
LK Munich,2021-11-19T17:00:00+0000,451.7,0
LK Munich,2021-11-20T17:00:00+0000,454.9,0
LK Munich,2021-11-21T17:00:00+0000,456.3,0
LK Munich,2021-11-22T17:00:00+0000,456.9,0
LK Munich,2021-11-23T17:00:00+0000,456.6,0
LK Munich,2021-11-24T17:00:00+0000,455.4,0
LK Munich,2021-11-25T17:00:00+0000,453.4,0
LK Munich,2021-11-26T17:00:00+0000,450.9,0
LK Munich,2021-11-27T17:00:00+0000,448.3,0
LK Munich,2021-11-28T17:00:00+0000,445.4,0
LK Munich,2021-11-29T17:00:00+0000,441.4,0
LK Munich,2021-11-30T17:00:00+0000,437.1,0
LK Munich,2021-12-01T17:00:00+0000,432.3,0
